#Table1
sdss_ra,sdss_dec,wise_ra,wise_dec,r,plate,mjd,fiberid,z,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux,w1mpro,w2mpro,w3mpro,w1_w2,w2_w3
13.2233623068176,14.7473763948621,13.2232641,14.74754,20.04518,420,51871,198,0.05633963,11.14339,15.92327,56.42461,15.20723,15.589,15.221,12.12,0.368,3.101
9.88439387164129,15.2232202302313,9.8842764,15.2236563,18.90578,418,51817,514,0.07812063,54.04024,112.4968,626.7996,229.2813,12.951,12.584,8.369,0.3670006,4.214999
6.75926852386726,15.7660884535886,6.7581851,15.7660705,18.26078,753,52233,616,0.09974208,31.09019,71.99297,435.69,291.3563,14.546,14.378,10.337,0.1679993,4.041
2.25850877612396,15.9095873091243,2.2586053,15.9091409,17.98722,751,52251,618,0.06956628,22.05739,65.49393,324.5315,118.7209,12.897,12.716,9.21,0.1810007,3.506
30.4374865273874,0.324862978545494,30.4375333,0.3248487,20.02299,1074,52937,349,0.1019233,7.162433,35.23652,153.7937,48.01293,15.177,14.843,11.034,0.3339996,3.809
30.5680500944288,0.375153476791263,30.567449,0.3755964,20.61926,1075,52933,586,0.05961991,110.8305,45.6152,148.8172,14.71775,15.594,15.492,12.568,0.1020002,2.924
2.73143541192348,-0.918755925730953,2.7313145,-0.9186763,20.85413,1541,53732,281,0.1737843,21.35496,13.86096,55.02679,13.7654,16.387,16.237,12.207,0.1499996,4.03
3.42152546939275,-0.842403964476819,3.4214116,-0.842572,20.09076,389,51795,213,0.06815273,17.26344,25.44531,116.4397,32.55582,14.292,14.042,9.93,0.25,4.112
5.16738506244656,-1.03383033804397,5.1673178,-1.0338175,18.78181,390,51900,245,0.1070981,11.44989,12.57105,59.75249,37.60033,13.984,13.858,11.098,0.1260004,2.76
5.39129026956198,-0.985710035795845,5.3913236,-0.9856726,19.57583,1088,52929,94,0.08480027,67.58532,85.00275,274.0988,64.1093,15.866,16.541,11.81,-0.6750002,4.731
5.83602075684041,-1.01668833040973,5.8360133,-1.0164729,21.18686,1492,52932,44,0.06339427,22.93273,23.00996,61.56051,9.75796,16.23,15.977,11.753,0.2529993,4.224
9.5040974644599,-0.968480374050293,9.5043006,-0.9685958,20.12561,1086,52525,45,0.06812952,38.04316,32.66729,105.8514,22.79252,15.942,15.59,12.175,0.3520002,3.415
11.7223969614538,-0.979084683668003,11.7224092,-0.9790255,18.22624,393,51794,6,0.06834686,140.4383,200.1553,694.7394,245.2274,14.443,14.223,10.947,0.2200003,3.276
4.61704709841291,-0.570110323926454,4.6178533,-0.5695253,17.95969,390,51900,277,0.06929067,75.02026,38.42734,179.491,118.1486,13.104,12.603,9.034,0.5010004,3.568999
4.61790163975019,-0.569600284958417,4.6178533,-0.5695253,18.1533,688,52203,304,0.06932662,179.3622,506.5872,1910.033,769.7728,13.104,12.603,9.034,0.5010004,3.568999
4.62285048424792,-0.539214204757003,4.6229541,-0.5391065,18.80587,389,51795,74,0.06911994,16.99161,40.36408,145.3765,66.63762,14.048,13.889,10.572,0.1590004,3.317
0.250399428976891,-0.051000564397946,0.2503257,-0.0509788,20.43388,1489,52991,118,0.08552662,25.47669,30.73507,120.5391,28.7782,15.23,14.864,11.053,0.3659992,3.811
4.54364766060371,-0.0746007357384257,4.5435384,-0.0746037,20.9345,1088,52929,386,0.0393488,24.48552,14.40769,49.57204,7.110984,16.405,15.819,12.235,0.5860004,3.584001
5.09298428393026,-0.0499201330319694,5.0929541,-0.0498736,17.64555,390,51900,434,0.07157763,34.20887,36.08875,72.64406,73.0953,12.97,12.895,12.331,0.07499981,0.5640001
10.9793014187569,-0.117041476029085,10.9793929,-0.1170488,20.76542,1495,52944,143,0.08136292,13.74993,13.60555,35.65056,9.210133,16.509,16.398,12.215,0.1110001,4.183001
13.0970170411177,-0.062688240493655,13.0969891,-0.0626412,19.4822,1084,52591,115,0.1428961,25.41558,33.90105,120.35,49.98512,15.217,14.888,11.406,0.3290005,3.481999
3.84110844509769,0.251662602855072,3.8410877,0.2517188,20.48391,1492,52932,343,0.104724,51.20097,36.88625,148.1187,31.23281,15.703,15.322,12.134,0.3810005,3.188
5.75748059088573,1.18474251238,5.7572756,1.1849802,19.14268,390,51900,574,0.1039739,198.608,134.1219,491.038,141.4424,14.171,13.802,9.821,0.3689995,3.981
5.75685294389848,1.18543528199534,5.7572756,1.1849802,19.54797,1088,52929,567,0.1038674,57.45255,59.05894,199.4024,65.93717,14.171,13.802,9.821,0.3689995,3.981
7.23668530752502,0.67715514260832,7.2367986,0.6770306,17.93526,391,51782,534,0.08978388,52.90504,84.36989,362.2065,161.0299,13.168,12.888,9.179,0.2800007,3.709
9.65026405242421,0.704755168223871,9.650271,0.7047636,20.05643,1085,52531,341,0.2821856,32.99997,31.34034,135.2161,34.62866,15.943,15.626,11.051,0.3169994,4.575001
9.76617380853253,0.804954834381802,9.7661974,0.8049385,19.27449,392,51793,584,0.1233486,13.15984,26.49699,134.3704,59.79277,14.528,14.155,10.513,0.3730001,3.642
12.6678145883345,0.668122882379381,12.667726,0.6681588,19.56496,1496,52883,492,0.06774434,33.6443,41.52526,154.1006,32.19306,15.592,15.223,11.862,0.3690004,3.360999
13.9517771622542,0.790607377117326,13.9517353,0.7905691,19.92096,1084,52591,607,0.06936294,24.13517,33.85722,150.6896,36.3148,15.752,15.362,11.641,0.3899994,3.721001
16.8375661691857,0.703868304497064,16.8374525,0.7047487,18.9116,694,52209,461,0.06480759,43.95917,30.07151,144.4561,72.18326,14.181,14.011,10.353,0.1700001,3.658
16.3487302570317,13.5110303360612,16.3487429,13.5110998,18.70017,422,51811,287,0.05767924,27.94678,21.81423,78.30374,37.64015,14.702,14.574,12.479,0.1279993,2.095
22.6573185020976,13.2144440724829,22.6575204,13.2145584,18.68165,425,51898,216,0.07217443,319.7476,102.0337,531.3512,362.0986,12.608,12.2,8.721,0.408,3.479
24.3195825771998,13.1385587961983,24.3195494,13.1385687,18.72247,426,51882,208,0.1334947,25.687,74.49035,327.9034,100.4339,13.879,13.497,9.373,0.382,4.124
